Title,Art Latitude,Art Longitude,Venue_x,Venue Latitude,Venue Longitude,Venue Category,Super Category,Venue_y,cluster_label
Catfish,47.665717,-122.38225,Cafe Mox,47.66492946,-122.38022079999999,Gaming Cafe,Recreation,Cafe Mox,2
Duets for Animals and People,47.666383,-122.351983,Woodland Park Rose Garden,47.66558732,-122.34973259999998,Garden,Recreation,Woodland Park Rose Garden,2
Dwelling Places,47.666267,-122.351017,Woodland Park Rose Garden,47.66558732,-122.34973259999998,Garden,Recreation,Woodland Park Rose Garden,2
Evidence of Domestication,47.666267,-122.35213300000001,Woodland Park Rose Garden,47.66558732,-122.34973259999998,Garden,Recreation,Woodland Park Rose Garden,2
Hiker Memorial Statue,47.665833,-122.35298300000001,Woodland Park Rose Garden,47.66558732,-122.34973259999998,Garden,Recreation,Woodland Park Rose Garden,2
Jimi Hendrix Memorial Viewpoint,47.667033,-122.349267,Woodland Park Rose Garden,47.66558732,-122.34973259999998,Garden,Recreation,Woodland Park Rose Garden,2
The Bears,47.666633000000004,-122.35,Woodland Park Rose Garden,47.66558732,-122.34973259999998,Garden,Recreation,Woodland Park Rose Garden,2
Untitled,47.666267,-122.349267,Woodland Park Rose Garden,47.66558732,-122.34973259999998,Garden,Recreation,Woodland Park Rose Garden,2
Memory Place,47.719633,-122.34148300000001,76 / In-n-Out Mini Mart,47.71929459,-122.34457320000001,Gas Station,Retail,76 / In-n-Out Mini Mart,2
"Collections  Objects, Experiences, Memories",47.719547,-122.29786100000001,Korochka,47.71859375,-122.29547520000001,Gastropub,Food,Korochka,2
Lake City Gateway,47.719120000000004,-122.29557,Korochka,47.71859375,-122.29547520000001,Gastropub,Food,Korochka,2
Untitled,47.719561,-122.297836,Korochka,47.71859375,-122.29547520000001,Gastropub,Food,Korochka,2
Untitled,47.666267,-122.349267,ZooStore - South Gate,47.66628533,-122.3508159,Gift Shop,Retail,ZooStore - South Gate,2
Atala Kivliktwok Okitun Dukik (The Golden Money Moon),47.690783,-122.400833,Lucky Santo,47.690437,-122.39796000000001,Gluten-free Restaurant,Food,Lucky Santo,2
Stroke,47.671383,-122.342717,Green Lake Golf Course,47.67008042,-122.34031110000001,Golf Course,Recreation,Green Lake Golf Course,2
"Collections  Objects, Experiences, Memories",47.719547,-122.29786100000001,Lake City Gyros,47.71850146,-122.29557,Greek Restaurant,Food,Lake City Gyros,2
Homage to Hokusai,47.6814,-122.32695,Mykonos Grill,47.68046269,-122.32532690000001,Greek Restaurant,Food,Mykonos Grill,2
Lake City Gateway,47.719120000000004,-122.29557,Lake City Gyros,47.71850146,-122.29557,Greek Restaurant,Food,Lake City Gyros,2
Playground,47.67675,-122.30495,Cafe Arta at Third Place,47.6759343,-122.3064422,Greek Restaurant,Food,Cafe Arta at Third Place,2
Playground Artwork,47.6767,-122.30495,Cafe Arta at Third Place,47.6759343,-122.3064422,Greek Restaurant,Food,Cafe Arta at Third Place,2
Portal,47.680316999999995,-122.328433,Mykonos Grill,47.68046269,-122.32532690000001,Greek Restaurant,Food,Mykonos Grill,2
Seven Figures,47.680417,-122.3281,Mykonos Grill,47.68046269,-122.32532690000001,Greek Restaurant,Food,Mykonos Grill,2
Untitled,47.719561,-122.297836,Lake City Gyros,47.71850146,-122.29557,Greek Restaurant,Food,Lake City Gyros,2
Duck Windvane,47.6673,-122.2813,Metropolitan Market,47.6682591,-122.2838108,Grocery Store,Retail,Metropolitan Market,2
Froula Park Armchairs,47.680566999999996,-122.31498300000001,Safeway,47.68197097,-122.3170003,Grocery Store,Retail,Safeway,2
Luminaire,47.677966999999995,-122.290667,Wedgwood Market,47.67716109,-122.2925453,Grocery Store,Retail,Wedgwood Market,2
Sasquatch Pushing over A House,47.664333,-122.3197,Trader Joe's,47.6627349,-122.31772420000001,Grocery Store,Retail,Trader Joe's,2
Sundial,47.667266999999995,-122.2818,Metropolitan Market,47.6682591,-122.2838108,Grocery Store,Retail,Metropolitan Market,2
Ballard Centennial Bell Tower,47.6675,-122.384883,Olympic Athletic Club,47.666384,-122.3827919,Gym,Recreation,Olympic Athletic Club,2
Catfish,47.665717,-122.38225,Olympic Athletic Club,47.666384,-122.3827919,Gym,Recreation,Olympic Athletic Club,2
Coelacanths,47.6677,-122.38463300000001,Olympic Athletic Club,47.666384,-122.3827919,Gym,Recreation,Olympic Athletic Club,2
Homage to Hokusai,47.6814,-122.32695,GreenLake Fitness,47.68058971,-122.3249477,Gym,Recreation,GreenLake Fitness,2
Untitled,47.666167,-122.38285,Olympic Athletic Club,47.666384,-122.3827919,Gym,Recreation,Olympic Athletic Club,2
Untitled,47.722716999999996,-122.35608300000001,Veridian Cove Gym,47.7238539,-122.35341890000001,Gym,Recreation,Veridian Cove Gym,2
Circulation,47.706033000000005,-122.322717,24 Hour Fitness,47.70810736,-122.32279779999999,Gym / Fitness Center,Recreation,24 Hour Fitness,2
"Collections  Objects, Experiences, Memories",47.719547,-122.29786100000001,Slate CrossFit,47.72098265,-122.29876840000001,Gym / Fitness Center,Recreation,Slate CrossFit,2
Imbrication,47.72015,-122.298717,Slate CrossFit,47.72098265,-122.29876840000001,Gym / Fitness Center,Recreation,Slate CrossFit,2
In Transition is Unity,47.705883,-122.32256699999999,24 Hour Fitness,47.70810736,-122.32279779999999,Gym / Fitness Center,Recreation,24 Hour Fitness,2
Meadowbrook Pond Kiosk,47.70645,-122.28928300000001,Meadowbrook CC Fitness Room,47.705453999999996,-122.290954,Gym / Fitness Center,Recreation,Meadowbrook CC Fitness Room,2
People Waiting for the Interurban,47.64945,-122.349483,Anytime Fitness,47.649190000000004,-122.34825,Gym / Fitness Center,Recreation,Anytime Fitness,2
Pergola At Waiting For The Interurban,47.64945,-122.34955,Anytime Fitness,47.649190000000004,-122.34825,Gym / Fitness Center,Recreation,Anytime Fitness,2
Reality Relics,47.650133000000004,-122.34843300000001,Anytime Fitness,47.649190000000004,-122.34825,Gym / Fitness Center,Recreation,Anytime Fitness,2
Reflective Refuge at Meadowbrook Pond,47.705633,-122.28888300000001,Meadowbrook CC Fitness Room,47.705453999999996,-122.290954,Gym / Fitness Center,Recreation,Meadowbrook CC Fitness Room,2
Water Weaving Light Cycle,47.650067,-122.34883300000001,Anytime Fitness,47.649190000000004,-122.34825,Gym / Fitness Center,Recreation,Anytime Fitness,2
Imbrication,47.72015,-122.298717,Seattle Gymnastics Academy Lake City,47.72045818,-122.3008876,Gymnastics Gym,Recreation,Seattle Gymnastics Academy Lake City,2
Imbrication,47.72015,-122.298717,Seattle Gymnastics Academy - Glade Gym,47.72223876,-122.29816470000002,Gymnastics Gym,Recreation,Seattle Gymnastics Academy - Glade Gym,2
Fremont Canal Bench Project,47.649883,-122.31498300000001,Agua Verde Paddle Club,47.65154479,-122.3145524,Harbor / Marina,Recreation,Agua Verde Paddle Club,2
Fremont Canal Bench Project,47.649883,-122.31498300000001,Boat Street Marina,47.65132469,-122.3143905,Harbor / Marina,Recreation,Boat Street Marina,2
Salmon Waves,47.66468,-122.3975,Lockhaven Marina,47.664004999999996,-122.39696399999998,Harbor / Marina,Recreation,Lockhaven Marina,2
Stroke,47.671383,-122.342717,Green Lake Crew,47.67151624,-122.34320759999999,Harbor / Marina,Recreation,Green Lake Crew,2
.01 - Weather Permitting   .02 - Flow,47.669833000000004,-122.384583,Dandelion Botanical Company,47.66836516,-122.38566780000001,Hobby Shop,Retail,Dandelion Botanical Company,2
Ballard Gateway,47.664986,-122.37613600000002,Cycle Dogs,47.66418197,-122.3770327,Hot Dog Joint,Food,Cycle Dogs,2
Seattle Scatter Piece,47.73215,-122.34856699999999,Holiday Inn Express & Suites,47.73134861,-122.34580919999999,Hotel,Hospitality,Holiday Inn Express & Suites,2
Wisteria Mural,47.6593,-122.319167,Watertown Hotel,47.65949138,-122.3174733,Hotel,Hospitality,Watertown Hotel,2
Wisteria Mural,47.6593,-122.319167,University Inn,47.65799815,-122.31762320000001,Hotel,Hospitality,University Inn,2
Aureole,47.7243,-122.348633,Style Hot Pot,47.72354611,-122.3470212,Hotpot Restaurant,Food,Style Hot Pot,2
Swimming Fish,47.724233,-122.348633,Style Hot Pot,47.72354611,-122.3470212,Hotpot Restaurant,Food,Style Hot Pot,2
Untitled Star Map Floor Inlay,47.724083,-122.348533,Style Hot Pot,47.72354611,-122.3470212,Hotpot Restaurant,Food,Style Hot Pot,2
Water Borne,47.724167,-122.348633,Style Hot Pot,47.72354611,-122.3470212,Hotpot Restaurant,Food,Style Hot Pot,2
Whirr,47.724416999999995,-122.348483,Style Hot Pot,47.72354611,-122.3470212,Hotpot Restaurant,Food,Style Hot Pot,2
.01 - Weather Permitting   .02 - Flow,47.669833000000004,-122.384583,Salt & Straw,47.66820997,-122.38553359999999,Ice Cream Shop,Food,Salt & Straw,2
Ballard Centennial Bell Tower,47.6675,-122.384883,Salt & Straw,47.66820997,-122.38553359999999,Ice Cream Shop,Food,Salt & Straw,2
Coelacanths,47.6677,-122.38463300000001,Salt & Straw,47.66820997,-122.38553359999999,Ice Cream Shop,Food,Salt & Straw,2
Firefighter Silhouettes,47.6652,-122.316833,Full Tilt Ice Cream,47.66489693,-122.31468999999998,Ice Cream Shop,Food,Full Tilt Ice Cream,2
Five Neons,47.661317,-122.338783,Molly Moon's Homemade Ice Cream,47.66145787,-122.3381156,Ice Cream Shop,Food,Molly Moon's Homemade Ice Cream,2
Five Neons,47.661317,-122.338783,Seattle Pops,47.66135164,-122.3404652,Ice Cream Shop,Food,Seattle Pops,2
Signs of Life,47.6851,-122.33758300000001,Ben & Jerry's,47.68587737,-122.33723359999999,Ice Cream Shop,Food,Ben & Jerry's,2
Untitled,47.666167,-122.38285,D’Ambrosio Gelato,47.6672457,-122.38427990000001,Ice Cream Shop,Food,D’Ambrosio Gelato,2
Untitled,47.668017,-122.38536699999999,Salt & Straw,47.66820997,-122.38553359999999,Ice Cream Shop,Food,Salt & Straw,2
Untitled,47.668517,-122.386067,Salt & Straw,47.66820997,-122.38553359999999,Ice Cream Shop,Food,Salt & Straw,2
Vagor I And Vagor II,47.6678,-122.38475,Salt & Straw,47.66820997,-122.38553359999999,Ice Cream Shop,Food,Salt & Straw,2
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,Salt & Straw,47.66820997,-122.38553359999999,Ice Cream Shop,Food,Salt & Straw,2
Firefighter Silhouettes,47.6652,-122.316833,Cedars in University District,47.66473887,-122.31449509999999,Indian Restaurant,Food,Cedars in University District,2
Reality Relics,47.650133000000004,-122.34843300000001,Shawn O'Donnell's,47.65145796,-122.35016470000001,Irish Pub,Food,Shawn O'Donnell's,2
Water Weaving Light Cycle,47.650067,-122.34883300000001,Shawn O'Donnell's,47.65145796,-122.35016470000001,Irish Pub,Food,Shawn O'Donnell's,2
Untitled,47.666167,-122.38285,San Fermo,47.66728679,-122.3845199,Italian Restaurant,Food,San Fermo,2
Untitled,47.668017,-122.38536699999999,San Fermo,47.66728679,-122.3845199,Italian Restaurant,Food,San Fermo,2
Untitled,47.668517,-122.386067,San Fermo,47.66728679,-122.3845199,Italian Restaurant,Food,San Fermo,2
Five Neons,47.661317,-122.338783,Issian Stone Grill,47.66144867,-122.33829229999999,Japanese Restaurant,Food,Issian Stone Grill,2
Light Bulb Bench,47.700383,-122.34183300000001,Manna Deli & Teriyaki,47.70081316,-122.3449886,Japanese Restaurant,Food,Manna Deli & Teriyaki,2
Light Bulb Bench,47.700383,-122.34183300000001,Mandarin Gate,47.70161336,-122.34399140000001,Karaoke Bar,Recreation,Mandarin Gate,2
Fish Children,47.70585,-122.29133300000001,Meadowbrook Pond,47.70572212,-122.2899895,Lake,Recreation,Meadowbrook Pond,2
Fleet,47.705783000000004,-122.291367,Meadowbrook Pond,47.70572212,-122.2899895,Lake,Recreation,Meadowbrook Pond,2
Homage to Hokusai,47.6814,-122.32695,Green Lake Boathouse,47.68128014,-122.3290024,Lake,Recreation,Green Lake Boathouse,2
Meadowbrook Pond Kiosk,47.70645,-122.28928300000001,Meadowbrook Pond,47.70572212,-122.2899895,Lake,Recreation,Meadowbrook Pond,2
Portal,47.680316999999995,-122.328433,Green Lake Boathouse,47.68128014,-122.3290024,Lake,Recreation,Green Lake Boathouse,2
Reflective Refuge at Meadowbrook Pond,47.705633,-122.28888300000001,Meadowbrook Pond,47.70572212,-122.2899895,Lake,Recreation,Meadowbrook Pond,2
Schema,47.7059,-122.291367,Meadowbrook Pond,47.70572212,-122.2899895,Lake,Recreation,Meadowbrook Pond,2
Seven Figures,47.680417,-122.3281,Green Lake Boathouse,47.68128014,-122.3290024,Lake,Recreation,Green Lake Boathouse,2
Stroke,47.671383,-122.342717,Greenlake Docks,47.67165628,-122.3428031,Lake,Recreation,Greenlake Docks,2
Weather Prophet,47.70575,-122.291367,Meadowbrook Pond,47.70572212,-122.2899895,Lake,Recreation,Meadowbrook Pond,2
Cloud Stones,47.705566999999995,-122.336017,"Sheed Law Offices, PLLC",47.704943,-122.334202,Lawyer,Service,"Sheed Law Offices, PLLC",2
SAMARA,47.659083,-122.27761699999999,Westphal Mediation,47.6600648,-122.27551709999999,Lawyer,Service,Westphal Mediation,2
Seattle Scatter Piece,47.659033,-122.2776,Westphal Mediation,47.6600648,-122.27551709999999,Lawyer,Service,Westphal Mediation,2
Circulation,47.706033000000005,-122.322717,Seattle Public Library,47.70597185,-122.32286859999999,Library,Recreation,Seattle Public Library,2
In Transition is Unity,47.705883,-122.32256699999999,Seattle Public Library,47.70597185,-122.32286859999999,Library,Recreation,Seattle Public Library,2
Sasquatch Pushing over A House,47.664333,-122.3197,Seattle Public Library - University Branch,47.66513296,-122.31772790000001,Library,Recreation,Seattle Public Library - University Branch,2
Circulation,47.706033000000005,-122.322717,Victoria's Secret,47.7056016,-122.32574650000001,Lingerie Store,Retail,Victoria's Secret,2
In Transition is Unity,47.705883,-122.32256699999999,Victoria's Secret,47.7056016,-122.32574650000001,Lingerie Store,Retail,Victoria's Secret,2
Sasquatch Pushing over A House,47.664333,-122.3197,Seattle Hookah Lounge,47.6632456,-122.3176977,Lounge,Retail,Seattle Hookah Lounge,2
Ballard Gateway,47.664986,-122.37613600000002,Lux Pot Shop,47.66487703,-122.37868610000001,Marijuana Dispensary,Retail,Lux Pot Shop,2
Conductive Paths,47.699833,-122.34165,Ocean Greens,47.70022392,-122.34441299999999,Marijuana Dispensary,Retail,Ocean Greens,2
Light Bulb Bench,47.700383,-122.34183300000001,Ocean Greens,47.70022392,-122.34441299999999,Marijuana Dispensary,Retail,Ocean Greens,2
Memory Place,47.719633,-122.34148300000001,Mary's on Aurora,47.718788,-122.344443,Marijuana Dispensary,Retail,Mary's on Aurora,2
.01 - Weather Permitting   .02 - Flow,47.669833000000004,-122.384583,Mr. Gyros,47.66930409,-122.38201770000002,Mediterranean Restaurant,Food,Mr. Gyros,2
Into the Green Wood,47.687517,-122.3553,Gorgeous George's,47.68538847,-122.3554519,Mediterranean Restaurant,Food,Gorgeous George's,2
Playground,47.67675,-122.30495,Harissa Mediterranean Cuisine,47.6756599,-122.3033852,Mediterranean Restaurant,Food,Harissa Mediterranean Cuisine,2
Playground Artwork,47.6767,-122.30495,Harissa Mediterranean Cuisine,47.6756599,-122.3033852,Mediterranean Restaurant,Food,Harissa Mediterranean Cuisine,2
.01 - Weather Permitting   .02 - Flow,47.669833000000004,-122.384583,La Carta De Oaxaca,47.66816894,-122.38576709999998,Mexican Restaurant,Food,La Carta De Oaxaca,2
Atala Kivliktwok Okitun Dukik (The Golden Money Moon),47.690783,-122.400833,Cocina Esperanza,47.6904469,-122.3979918,Mexican Restaurant,Food,Cocina Esperanza,2
Ballard Centennial Bell Tower,47.6675,-122.384883,La Carta De Oaxaca,47.66816894,-122.38576709999998,Mexican Restaurant,Food,La Carta De Oaxaca,2
Ballard Centennial Bell Tower,47.6675,-122.384883,Asadero Sinaloa,47.66695605,-122.3826493,Mexican Restaurant,Food,Asadero Sinaloa,2
Catfish,47.665717,-122.38225,Asadero Sinaloa,47.66695605,-122.3826493,Mexican Restaurant,Food,Asadero Sinaloa,2
Catfish,47.665717,-122.38225,Señor Moose Cafe,47.66653328,-122.38195549999999,Mexican Restaurant,Food,Señor Moose Cafe,2
Coelacanths,47.6677,-122.38463300000001,La Carta De Oaxaca,47.66816894,-122.38576709999998,Mexican Restaurant,Food,La Carta De Oaxaca,2
Coelacanths,47.6677,-122.38463300000001,Asadero Sinaloa,47.66695605,-122.3826493,Mexican Restaurant,Food,Asadero Sinaloa,2
Fremont Canal Bench Project,47.649883,-122.31498300000001,Agua Verde Cafe,47.65163409,-122.31435520000001,Mexican Restaurant,Food,Agua Verde Cafe,2
Homage to Hokusai,47.6814,-122.32695,Rosita's Mexican Grill,47.68069188,-122.32476840000001,Mexican Restaurant,Food,Rosita's Mexican Grill,2
Untitled,47.666167,-122.38285,Asadero Sinaloa,47.66695605,-122.3826493,Mexican Restaurant,Food,Asadero Sinaloa,2
Untitled,47.666167,-122.38285,Señor Moose Cafe,47.66653328,-122.38195549999999,Mexican Restaurant,Food,Señor Moose Cafe,2
Untitled,47.668017,-122.38536699999999,La Carta De Oaxaca,47.66816894,-122.38576709999998,Mexican Restaurant,Food,La Carta De Oaxaca,2
Untitled,47.668517,-122.386067,La Carta De Oaxaca,47.66816894,-122.38576709999998,Mexican Restaurant,Food,La Carta De Oaxaca,2
Vagor I And Vagor II,47.6678,-122.38475,La Carta De Oaxaca,47.66816894,-122.38576709999998,Mexican Restaurant,Food,La Carta De Oaxaca,2
Vagor I And Vagor II,47.6678,-122.38475,Asadero Sinaloa,47.66695605,-122.3826493,Mexican Restaurant,Food,Asadero Sinaloa,2
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,La Carta De Oaxaca,47.66816894,-122.38576709999998,Mexican Restaurant,Food,La Carta De Oaxaca,2
Ballard Centennial Bell Tower,47.6675,-122.384883,Lucca Great Finds,47.66722674,-122.383923,Miscellaneous Shop,Retail,Lucca Great Finds,2
Catfish,47.665717,-122.38225,Lucca Great Finds,47.66722674,-122.383923,Miscellaneous Shop,Retail,Lucca Great Finds,2
Coelacanths,47.6677,-122.38463300000001,Lucca Great Finds,47.66722674,-122.383923,Miscellaneous Shop,Retail,Lucca Great Finds,2
Untitled,47.666167,-122.38285,Lucca Great Finds,47.66722674,-122.383923,Miscellaneous Shop,Retail,Lucca Great Finds,2
Untitled,47.668017,-122.38536699999999,Lucca Great Finds,47.66722674,-122.383923,Miscellaneous Shop,Retail,Lucca Great Finds,2
Vagor I And Vagor II,47.6678,-122.38475,Lucca Great Finds,47.66722674,-122.383923,Miscellaneous Shop,Retail,Lucca Great Finds,2
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,Lucca Great Finds,47.66722674,-122.383923,Miscellaneous Shop,Retail,Lucca Great Finds,2
Conductive Paths,47.699833,-122.34165,AMC Loews Oak Tree 6,47.70187399,-122.34260719999999,Movie Theater,Recreation,AMC Loews Oak Tree 6,2
Firefighter Silhouettes,47.6652,-122.316833,Seven Gables (Landmark Theatres),47.66478346,-122.3177278,Movie Theater,Recreation,Seven Gables (Landmark Theatres),2
Light Bulb Bench,47.700383,-122.34183300000001,AMC Loews Oak Tree 6,47.70187399,-122.34260719999999,Movie Theater,Recreation,AMC Loews Oak Tree 6,2
Sasquatch Pushing over A House,47.664333,-122.3197,Seven Gables (Landmark Theatres),47.66478346,-122.3177278,Movie Theater,Recreation,Seven Gables (Landmark Theatres),2
Forms of Power,47.661483000000004,-122.36463300000001,Bird's Nest Studios,47.66126455,-122.3657001,Music Venue,Recreation,Bird's Nest Studios,2
Meridian Archway,47.6649,-122.33368300000001,Chapel Performance Space,47.66398072,-122.3312885,Music Venue,Recreation,Chapel Performance Space,2
Ballard Centennial Bell Tower,47.6675,-122.384883,Sawyer,47.66693671,-122.3849577,New American Restaurant,Food,Sawyer,2
Coelacanths,47.6677,-122.38463300000001,Sawyer,47.66693671,-122.3849577,New American Restaurant,Food,Sawyer,2
Five Neons,47.661317,-122.338783,Tilth,47.66132619,-122.3400398,New American Restaurant,Food,Tilth,2
People Waiting for the Interurban,47.64945,-122.349483,Eve,47.64951471,-122.34928970000001,New American Restaurant,Food,Eve,2
Pergola At Waiting For The Interurban,47.64945,-122.34955,Eve,47.64951471,-122.34928970000001,New American Restaurant,Food,Eve,2
Untitled,47.666167,-122.38285,Sawyer,47.66693671,-122.3849577,New American Restaurant,Food,Sawyer,2
Untitled,47.668017,-122.38536699999999,Sawyer,47.66693671,-122.3849577,New American Restaurant,Food,Sawyer,2
Untitled,47.668517,-122.386067,Sawyer,47.66693671,-122.3849577,New American Restaurant,Food,Sawyer,2
Vagor I And Vagor II,47.6678,-122.38475,Sawyer,47.66693671,-122.3849577,New American Restaurant,Food,Sawyer,2
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,Sawyer,47.66693671,-122.3849577,New American Restaurant,Food,Sawyer,2
Ballard Sculpture Garden,47.66285,-122.3645,The Substation,47.66141436,-122.36546409999998,Nightclub,Retail,The Substation,2
Forms of Power,47.661483000000004,-122.36463300000001,The Substation,47.66141436,-122.36546409999998,Nightclub,Retail,The Substation,2
The Stairway In Fremont Project,47.655417,-122.350017,Visionary Dance,47.65757282,-122.34987439999999,Nightclub,Retail,Visionary Dance,2
Imbrication,47.72015,-122.298717,Aloha Ramen,47.7214255,-122.29599280000001,Noodle House,Food,Aloha Ramen,2
Untitled,47.719561,-122.297836,Aloha Ramen,47.7214255,-122.29599280000001,Noodle House,Food,Aloha Ramen,2
Froula Park Armchairs,47.680566999999996,-122.31498300000001,Roosevelt Vision,47.6796935,-122.31767350000001,Optical Shop,Retail,Roosevelt Vision,2
People Waiting for the Interurban,47.64945,-122.349483,PCC Community Markets,47.649840000000005,-122.3509,Organic Grocery,Retail,PCC Community Markets,2
Pergola At Waiting For The Interurban,47.64945,-122.34955,PCC Community Markets,47.649840000000005,-122.3509,Organic Grocery,Retail,PCC Community Markets,2
Reality Relics,47.650133000000004,-122.34843300000001,PCC Community Markets,47.649840000000005,-122.3509,Organic Grocery,Retail,PCC Community Markets,2
Water Weaving Light Cycle,47.650067,-122.34883300000001,PCC Community Markets,47.649840000000005,-122.3509,Organic Grocery,Retail,PCC Community Markets,2
People Waiting for the Interurban,47.64945,-122.349483,The Fremont Troll,47.65054176,-122.34757720000002,Outdoor Sculpture,Recreation,The Fremont Troll,2
Pergola At Waiting For The Interurban,47.64945,-122.34955,The Fremont Troll,47.65054176,-122.34757720000002,Outdoor Sculpture,Recreation,The Fremont Troll,2
Reality Relics,47.650133000000004,-122.34843300000001,The Fremont Troll,47.65054176,-122.34757720000002,Outdoor Sculpture,Recreation,The Fremont Troll,2
Water Weaving Light Cycle,47.650067,-122.34883300000001,The Fremont Troll,47.65054176,-122.34757720000002,Outdoor Sculpture,Recreation,The Fremont Troll,2
Atala Kivliktwok Okitun Dukik (The Golden Money Moon),47.690783,-122.400833,Golden Gardens Staircase,47.69045407,-122.4000267,Park,Recreation,Golden Gardens Staircase,2
Ballard Boat,47.67275,-122.39265,Ballard Playfield,47.67299012,-122.39104259999999,Park,Recreation,Ballard Playfield,2
Big Tesla,47.699733,-122.34108300000001,Licton Springs Park,47.69842608,-122.33918510000001,Park,Recreation,Licton Springs Park,2
Cloud Stones,47.705566999999995,-122.336017,Mineral Springs Park,47.70586298,-122.3365402,Park,Recreation,Mineral Springs Park,2
Conductive Paths,47.699833,-122.34165,Licton Springs Park,47.69842608,-122.33918510000001,Park,Recreation,Licton Springs Park,2
Fish Children,47.70585,-122.29133300000001,Meadowbrook Playfield,47.70652502,-122.29385479999999,Park,Recreation,Meadowbrook Playfield,2
Fleet,47.705783000000004,-122.291367,Meadowbrook Playfield,47.70652502,-122.29385479999999,Park,Recreation,Meadowbrook Playfield,2
Fremont Canal Bench Project,47.649883,-122.31498300000001,Sakuma Viewpoint,47.65160892,-122.31477179999999,Park,Recreation,Sakuma Viewpoint,2
Froula Park Armchairs,47.680566999999996,-122.31498300000001,Froula Park,47.68085193,-122.3154871,Park,Recreation,Froula Park,2
Garden of Color and Light,47.689133,-122.317467,Maple Leaf Park,47.69011317,-122.3164422,Park,Recreation,Maple Leaf Park,2
Gazebo,47.688967,-122.31665,Maple Leaf Park,47.69011317,-122.3164422,Park,Recreation,Maple Leaf Park,2
Junior League of Seattle Playground Compass Rose,47.681683,-122.25835,Warren G. Magnuson Park,47.68099883,-122.25848300000001,Park,Recreation,Warren G. Magnuson Park,2
Leaf Legend,47.657683,-122.406117,Discovery Park Tennis Courts,47.65698873,-122.4048102,Park,Recreation,Discovery Park Tennis Courts,2
Mesa,47.670483000000004,-122.3514,Woodland Park,47.67194521,-122.3492689,Park,Recreation,Woodland Park,2
Ripple Sculptures,47.65745,-122.406217,Discovery Park Tennis Courts,47.65698873,-122.4048102,Park,Recreation,Discovery Park Tennis Courts,2
Sadako and the Thousand Paper Cranes,47.655583,-122.31865,Burke-Gilman Trail,47.65558856,-122.32059840000002,Park,Recreation,Burke-Gilman Trail,2
Salmon Waves,47.66468,-122.3975,Commodore Park,47.66485718,-122.3992905,Park,Recreation,Commodore Park,2
SAMARA,47.659083,-122.27761699999999,Laurelhurst Playfield,47.65968853,-122.2778024,Park,Recreation,Laurelhurst Playfield,2
Schema,47.7059,-122.291367,Meadowbrook Playfield,47.70652502,-122.29385479999999,Park,Recreation,Meadowbrook Playfield,2
Seattle Scatter Piece,47.659033,-122.2776,Laurelhurst Playfield,47.65968853,-122.2778024,Park,Recreation,Laurelhurst Playfield,2
Strata Benches,47.657467,-122.40645,Discovery Park Tennis Courts,47.65698873,-122.4048102,Park,Recreation,Discovery Park Tennis Courts,2
Stroke,47.671383,-122.342717,Green Lake Small Craft Center,47.67150882,-122.34324270000002,Park,Recreation,Green Lake Small Craft Center,2
Sundial,47.645267,-122.33635,Gas Works Park,47.64634323,-122.33547340000001,Park,Recreation,Gas Works Park,2
The Fin Project:  From Swords into Plowshares,47.68085,-122.24733300000001,Kite Hill,47.68160066,-122.24863789999999,Park,Recreation,Kite Hill,2
The Fin Project:  From Swords into Plowshares,47.68085,-122.24733300000001,Cross Park Trail,47.67958785,-122.24895520000001,Park,Recreation,Cross Park Trail,2
The Fin Project:  From Swords into Plowshares,47.68085,-122.24733300000001,Magnuson Series,47.68068477,-122.24846380000001,Park,Recreation,Magnuson Series,2
The Stairway In Fremont Project,47.655417,-122.350017,B.F. Day Playfield,47.65613798,-122.34917879999999,Park,Recreation,B.F. Day Playfield,2
Wall of Death,47.65515,-122.31838300000001,Burke-Gilman Trail,47.65558856,-122.32059840000002,Park,Recreation,Burke-Gilman Trail,2
Weather Prophet,47.70575,-122.291367,Meadowbrook Playfield,47.70652502,-122.29385479999999,Park,Recreation,Meadowbrook Playfield,2
Ross Creek,47.652516999999996,-122.3594,West Of Lenin,47.65255689,-122.3562254,Performing Arts Venue,Recreation,West Of Lenin,2
The Stairway In Fremont Project,47.655417,-122.350017,Fremont Powerhouse,47.654769,-122.34965600000001,Performing Arts Venue,Recreation,Fremont Powerhouse,2
American Doughboy Bringing Home Victory,47.70965,-122.343033,Fuzzy Buddies Doggy Daycare,47.708412,-122.345234,Pet Store,Retail,Fuzzy Buddies Doggy Daycare,2
Five Neons,47.661317,-122.338783,Wallypets,47.66075151,-122.33620049999999,Pet Store,Retail,Wallypets,2
Ross Creek,47.652516999999996,-122.3594,Petapoluza Pet Supply & Grooming,47.65293502,-122.3567355,Pet Store,Retail,Petapoluza Pet Supply & Grooming,2
Sadako and the Thousand Paper Cranes,47.655583,-122.31865,Portage Bay Grange Feed & Mercantile,47.65721873,-122.3176254,Pet Store,Retail,Portage Bay Grange Feed & Mercantile,2
