Title,Art Latitude,Art Longitude,Venue_x,Venue Latitude,Venue Longitude,Venue Category,Super Category,Venue_y,cluster_label
Contour,47.623083,-122.322217,Joe Bar,47.62510841,-122.32162079999999,Coffee Shop,Food,Joe Bar,3
Dancer's Series: Steps,47.622966999999996,-122.32083300000001,Espresso Vivace,47.623667,-122.320692,Coffee Shop,Food,Espresso Vivace,3
Dancer's Series: Steps,47.622966999999996,-122.32083300000001,Espresso Vivace Sidewalk Bar,47.62163363,-122.32105659999999,Coffee Shop,Food,Espresso Vivace Sidewalk Bar,3
Day/Night,47.601983000000004,-122.33395,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Dr. Mark A. Matthews,47.618666999999995,-122.341233,Fulcrum Coffee,47.6165917,-122.3421231,Coffee Shop,Food,Fulcrum Coffee,3
Dr. Mark A. Matthews,47.618666999999995,-122.341233,Elm Coffee Roasters,47.62056999,-122.33955859999999,Coffee Shop,Food,Elm Coffee Roasters,3
Dreamboats,47.640183,-122.32596699999999,Voxx Coffee,47.63967456,-122.3259591,Coffee Shop,Food,Voxx Coffee,3
Dreamboats,47.640183,-122.32596699999999,Armistice Coffee Roasters,47.63833414,-122.32600420000001,Coffee Shop,Food,Armistice Coffee Roasters,3
Dreamboats,47.640183,-122.32596699999999,Starbucks,47.64105314,-122.32564840000002,Coffee Shop,Food,Starbucks,3
Evolving Wing and the Gravity of Presence,47.602517,-122.32846699999999,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Five Neons,47.661317,-122.338783,Chocolati Cafe,47.66146821,-122.33681229999999,Coffee Shop,Food,Chocolati Cafe,2
Fortson Square  ,47.601116999999995,-122.3317,Elm Coffee Roasters,47.60015237,-122.33094380000001,Coffee Shop,Food,Elm Coffee Roasters,3
Fortson Square  ,47.601116999999995,-122.3317,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Fountain Of Creation,47.6229,-122.35375,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
Fountain Of Creation,47.6229,-122.35375,Sugar Bakery & Coffeehouse,47.62333131,-122.35501399999998,Coffee Shop,Food,Sugar Bakery & Coffeehouse,3
Fountain of Seseragi,47.62335,-122.35247,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
Governor John Harte Mcgraw,47.613033,-122.33758300000001,Anchorhead Coffee Co,47.61344996,-122.33470200000001,Coffee Shop,Food,Anchorhead Coffee Co,3
Gravity Law,47.521383,-122.2705,Starbucks,47.5207225,-122.2679991,Coffee Shop,Food,Starbucks,1
Hammering Man,47.607033,-122.33815,Starbucks Reserve Bar,47.6070268,-122.3381986,Coffee Shop,Food,Starbucks Reserve Bar,3
Homage to Hokusai,47.6814,-122.32695,Revolutions Coffee,47.68055902,-122.3260757,Coffee Shop,Food,Revolutions Coffee,2
Homage to Hokusai,47.6814,-122.32695,Starbucks,47.680008,-122.32553,Coffee Shop,Food,Starbucks,2
Hydraulis,47.622133000000005,-122.35335,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
Hydraulis,47.622133000000005,-122.35335,Sugar Bakery & Coffeehouse,47.62333131,-122.35501399999998,Coffee Shop,Food,Sugar Bakery & Coffeehouse,3
In the Event,47.6221,-122.35477,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
In the Event,47.6221,-122.35477,Sugar Bakery & Coffeehouse,47.62333131,-122.35501399999998,Coffee Shop,Food,Sugar Bakery & Coffeehouse,3
Into the Green Wood,47.687517,-122.3553,Chocolati Greenwood,47.68973168,-122.35560249999999,Coffee Shop,Food,Chocolati Greenwood,2
Into the Green Wood,47.687517,-122.3553,Diva Espresso,47.68691016,-122.35514209999998,Coffee Shop,Food,Diva Espresso,2
Into the Green Wood,47.687517,-122.3553,Makeda & Mingus Café,47.68542621,-122.3556868,Coffee Shop,Food,Makeda & Mingus Café,2
Ivar Feeding the Gulls,47.60385,-122.33876699999999,Storyville Coffee Company,47.60475923,-122.3363621,Coffee Shop,Food,Storyville Coffee Company,3
Justice is Served: Celebrating the People Who Work For a Change,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Justice is Served: Celebrating the People Who Work For a Change,47.603983,-122.329167,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Killer Whale (Totem),47.600533,-122.33311699999999,Elm Coffee Roasters,47.60015237,-122.33094380000001,Coffee Shop,Food,Elm Coffee Roasters,3
Killer Whale (Totem),47.600533,-122.33311699999999,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Kobe Bell,47.62345,-122.35211699999999,Sugar Bakery & Coffeehouse,47.62333131,-122.35501399999998,Coffee Shop,Food,Sugar Bakery & Coffeehouse,3
Listening,47.60445,-122.33021699999999,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Listening,47.60445,-122.33021699999999,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Little Liberty,47.579383,-122.410633,Alki Cafe,47.5789806,-122.41043090000001,Coffee Shop,Food,Alki Cafe,0
Little Liberty,47.579383,-122.410633,Starbucks,47.57883826,-122.411199,Coffee Shop,Food,Starbucks,0
Longfellow Creek Legacy Trail Way Finding Signs,47.519767,-122.36848300000001,Barnes and Noble Cafe,47.5219477,-122.36815220000001,Coffee Shop,Food,Barnes and Noble Cafe,0
Marine-Life Paintings,47.607317,-122.342133,Storyville Coffee Company,47.60896841,-122.34069720000001,Coffee Shop,Food,Storyville Coffee Company,3
Memories,47.521483,-122.270533,Starbucks,47.5207225,-122.2679991,Coffee Shop,Food,Starbucks,1
Mother Reading with Child,47.522566999999995,-122.37646699999999,Bird on a Wire Espresso,47.52287764,-122.37702140000002,Coffee Shop,Food,Bird on a Wire Espresso,0
My Testimony in Stone,47.6015,-122.30441699999999,Broadcast Coffee,47.60172967,-122.3065044,Coffee Shop,Food,Broadcast Coffee,3
Neon For The Bagley Wright Theatre,47.623883,-122.353183,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
Neototems,47.62235,-122.35255,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
Neototems,47.62235,-122.35255,Sugar Bakery & Coffeehouse,47.62333131,-122.35501399999998,Coffee Shop,Food,Sugar Bakery & Coffeehouse,3
Ornamental Iron in Leather/Contradictory Vibrations?,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Ornamental Iron in Leather/Contradictory Vibrations?,47.603983,-122.329167,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
People Waiting for the Interurban,47.64945,-122.349483,Milstead & Co.,47.649376000000004,-122.347683,Coffee Shop,Food,Milstead & Co.,2
Pergola,47.601883,-122.3341,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Pergola At Waiting For The Interurban,47.64945,-122.34955,Milstead & Co.,47.649376000000004,-122.347683,Coffee Shop,Food,Milstead & Co.,2
Periscope Tree,47.569783,-122.2863,Starbucks,47.569278999999995,-122.287947,Coffee Shop,Food,Starbucks,1
Play Ray Plaza,47.622433,-122.35518300000001,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
Play Ray Plaza,47.622433,-122.35518300000001,Sugar Bakery & Coffeehouse,47.62333131,-122.35501399999998,Coffee Shop,Food,Sugar Bakery & Coffeehouse,3
Playform,47.632183000000005,-122.31323300000001,Volunteer Park Cafe,47.63242664,-122.31004250000001,Coffee Shop,Food,Volunteer Park Cafe,3
Playground,47.67675,-122.30495,Muddy Waters Espresso,47.67590725,-122.3028744,Coffee Shop,Food,Muddy Waters Espresso,2
Playground Artwork,47.6767,-122.30495,Muddy Waters Espresso,47.67590725,-122.3028744,Coffee Shop,Food,Muddy Waters Espresso,2
Points of View,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Points of View,47.603983,-122.329167,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Points of View,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Points of View,47.603983,-122.329167,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Pool,47.623067,-122.35286699999999,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
Portal,47.680316999999995,-122.328433,Retreat,47.67877596,-122.32680800000001,Coffee Shop,Food,Retreat,2
Portal,47.680316999999995,-122.328433,Peet's Coffee & Tea,47.67828,-122.327258,Coffee Shop,Food,Peet's Coffee & Tea,2
Prefontaine Fountain,47.601783000000005,-122.3308,Elm Coffee Roasters,47.60015237,-122.33094380000001,Coffee Shop,Food,Elm Coffee Roasters,3
Prefontaine Fountain,47.601783000000005,-122.3308,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Pursuit of Knowledge,47.521533000000005,-122.27021699999999,Starbucks,47.5207225,-122.2679991,Coffee Shop,Food,Starbucks,1
Quintet in D,47.633717,-122.36278300000001,Caffe Fiore,47.6323618,-122.36088070000001,Coffee Shop,Food,Caffe Fiore,3
Reality Relics,47.650133000000004,-122.34843300000001,Milstead & Co.,47.649376000000004,-122.347683,Coffee Shop,Food,Milstead & Co.,2
Return,47.602517,-122.32846699999999,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
"Sea Otter, Salmon, And Raven",47.607317,-122.342133,Storyville Coffee Company,47.60896841,-122.34069720000001,Coffee Shop,Food,Storyville Coffee Company,3
Seattle Garden,47.607433,-122.339867,Storyville Coffee Company,47.60896841,-122.34069720000001,Coffee Shop,Food,Storyville Coffee Company,3
Seattle Scatter Piece,47.73215,-122.34856699999999,Black Rock Coffee Bar,47.73276714,-122.34555690000002,Coffee Shop,Food,Black Rock Coffee Bar,2
Seattle Totem Pole,47.6021,-122.33406699999999,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Second Avenue Additions,47.61805,-122.35205,Street Bean Espresso,47.61739713,-122.3493382,Coffee Shop,Food,Street Bean Espresso,3
Second Avenue Additions,47.61805,-122.35205,World Class Coffee,47.617419700000006,-122.35112269999999,Coffee Shop,Food,World Class Coffee,3
Second Avenue Additions,47.61805,-122.35205,Cherry Street Coffee House,47.61626578,-122.3515698,Coffee Shop,Food,Cherry Street Coffee House,3
Seven Figures,47.680417,-122.3281,Retreat,47.67877596,-122.32680800000001,Coffee Shop,Food,Retreat,2
Seven Figures,47.680417,-122.3281,Peet's Coffee & Tea,47.67828,-122.327258,Coffee Shop,Food,Peet's Coffee & Tea,2
Signs of Life,47.6851,-122.33758300000001,Chocolati Cafe,47.68543624,-122.33610230000001,Coffee Shop,Food,Chocolati Cafe,2
Sky Legends,47.5481,-122.37601699999999,Nos Nos,47.546663,-122.376093,Coffee Shop,Food,Nos Nos,0
Skylight Aperture Sundial,47.64045,-122.3024,Fuel Coffee  - Montlake,47.63968846,-122.3020086,Coffee Shop,Food,Fuel Coffee  - Montlake,3
Skytones,47.60885,-122.336367,Monorail Espresso,47.61082784,-122.335048,Coffee Shop,Food,Monorail Espresso,3
Spirit of Washington,47.560033000000004,-122.2873,Starbucks,47.558765,-122.28526000000001,Coffee Shop,Food,Starbucks,1
Sun and Raven (Totem),47.600516999999996,-122.333133,Elm Coffee Roasters,47.60015237,-122.33094380000001,Coffee Shop,Food,Elm Coffee Roasters,3
Sun and Raven (Totem),47.600516999999996,-122.333133,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Swimming Fish,47.724233,-122.348633,Starbucks,47.724334999999996,-122.3455,Coffee Shop,Food,Starbucks,2
The Itinerant,47.622033,-122.320683,Espresso Vivace,47.623667,-122.320692,Coffee Shop,Food,Espresso Vivace,3
The Itinerant,47.622033,-122.320683,Espresso Vivace Sidewalk Bar,47.62163363,-122.32105659999999,Coffee Shop,Food,Espresso Vivace Sidewalk Bar,3
The Peaceable Kingdom,47.612783,-122.290217,Hi Spot Cafe,47.61333475,-122.28921329999999,Coffee Shop,Food,Hi Spot Cafe,3
Three Piece Sculpture #3: Vertebrae,47.605616999999995,-122.3339,Storyville Coffee Company,47.60475923,-122.3363621,Coffee Shop,Food,Storyville Coffee Company,3
Transition,47.60475,-122.33033300000001,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Tree Bench,47.601517,-122.3071,Broadcast Coffee,47.60172967,-122.3065044,Coffee Shop,Food,Broadcast Coffee,3
Tsonqua (Totem),47.600617,-122.33338300000001,Elm Coffee Roasters,47.60015237,-122.33094380000001,Coffee Shop,Food,Elm Coffee Roasters,3
Tsonqua (Totem),47.600617,-122.33338300000001,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Untitled,47.623567,-122.35205,Sugar Bakery & Coffeehouse,47.62333131,-122.35501399999998,Coffee Shop,Food,Sugar Bakery & Coffeehouse,3
Untitled,47.621783,-122.33238300000001,Cascade Coffee Works,47.62079688,-122.3347128,Coffee Shop,Food,Cascade Coffee Works,3
Untitled,47.621783,-122.33238300000001,Cherry Street Coffee,47.62329131,-122.33423370000001,Coffee Shop,Food,Cherry Street Coffee,3
Untitled,47.621783,-122.33238300000001,Espresso Vivace,47.6202324,-122.3305084,Coffee Shop,Food,Espresso Vivace,3
Untitled,47.666267,-122.349267,The Wild Cup,47.666565000000006,-122.35041100000001,Coffee Shop,Food,The Wild Cup,2
Untitled ,47.618733,-122.347917,Street Bean Espresso,47.61739713,-122.3493382,Coffee Shop,Food,Street Bean Espresso,3
Untitled (Kiosk),47.615617,-122.34458300000001,Fulcrum Coffee,47.6165917,-122.3421231,Coffee Shop,Food,Fulcrum Coffee,3
Untitled Star Map Floor Inlay,47.724083,-122.348533,Starbucks,47.724334999999996,-122.3455,Coffee Shop,Food,Starbucks,2
Water Borne,47.724167,-122.348633,Starbucks,47.724334999999996,-122.3455,Coffee Shop,Food,Starbucks,2
Water Weaving Light Cycle,47.650067,-122.34883300000001,Milstead & Co.,47.649376000000004,-122.347683,Coffee Shop,Food,Milstead & Co.,2
Water Works,47.60232,-122.33243,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Waterfront Fountain,47.617983,-122.31946699999999,Cafe Argento,47.61638697,-122.31720990000002,Coffee Shop,Food,Cafe Argento,3
Westlake Star Axis/Seven Hills,47.611167,-122.3373,Victrola Coffee Roasters,47.61089469,-122.33895179999999,Coffee Shop,Food,Victrola Coffee Roasters,3
Westlake Star Axis/Seven Hills,47.611167,-122.3373,Monorail Espresso,47.61082784,-122.335048,Coffee Shop,Food,Monorail Espresso,3
Whale's Tail,47.579383,-122.40715,Ampersand Cafe,47.58044708,-122.406728,Coffee Shop,Food,Ampersand Cafe,0
Whale's Tail,47.579383,-122.40715,Alki Cafe,47.5789806,-122.41043090000001,Coffee Shop,Food,Alki Cafe,0
Whirr,47.724416999999995,-122.348483,Starbucks,47.724334999999996,-122.3455,Coffee Shop,Food,Starbucks,2
Wings,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Wings,47.603983,-122.329167,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Wit and Wisdom,47.551266999999996,-122.2779,Onda Origins,47.551860999999995,-122.2779,Coffee Shop,Food,Onda Origins,1
"Witness and Dilemma, Levels, Weights and Measures",47.603983,-122.329167,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
"Witness and Dilemma, Levels, Weights and Measures",47.603983,-122.329167,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Firefighter Silhouettes,47.6652,-122.316833,Laughs Comedy Club Seattle,47.66694033,-122.3172436,Comedy Club,Recreation,Laughs Comedy Club Seattle,2
Hammering Man,47.607033,-122.33815,Benaroya Hall,47.60795747,-122.3364557,Concert Hall,Recreation,Benaroya Hall,3
Hammering Man,47.607033,-122.33815,Seattle Symphony,47.60779116,-122.33691100000001,Concert Hall,Recreation,Seattle Symphony,3
Skytones,47.60885,-122.336367,Benaroya Hall,47.60795747,-122.3364557,Concert Hall,Recreation,Benaroya Hall,3
Skytones,47.60885,-122.336367,Seattle Symphony,47.60779116,-122.33691100000001,Concert Hall,Recreation,Seattle Symphony,3
Untitled Mural,47.606167,-122.335017,Benaroya Hall,47.60795747,-122.3364557,Concert Hall,Recreation,Benaroya Hall,3
Untitled Mural,47.606167,-122.335017,Seattle Symphony,47.60779116,-122.33691100000001,Concert Hall,Recreation,Seattle Symphony,3
Salmon Waves,47.66468,-122.3975,Innovative Plumging Solutions,47.6643722,-122.39910379999999,Construction & Landscaping,Service,Innovative Plumging Solutions,2
Codes & Protocol,47.604317,-122.3296,Amazon Go,47.60598544,-122.33139950000002,Convenience Store,Retail,Amazon Go,3
Codes & Protocol,47.60432,-122.3296,Amazon Go,47.60598544,-122.33139950000002,Convenience Store,Retail,Amazon Go,3
Codes & Protocol,47.604566999999996,-122.3292,Amazon Go,47.60598544,-122.33139950000002,Convenience Store,Retail,Amazon Go,3
Codes & Protocol,47.60475,-122.329917,Amazon Go,47.60598544,-122.33139950000002,Convenience Store,Retail,Amazon Go,3
Kuba Grille,47.607983000000004,-122.30218300000001,ampm,47.60778,-122.303211,Convenience Store,Retail,ampm,3
Listening,47.60445,-122.33021699999999,Amazon Go,47.60598544,-122.33139950000002,Convenience Store,Retail,Amazon Go,3
Looking at a Watershed:  Waterprints,47.5354,-122.361733,ampm,47.537184,-122.361571,Convenience Store,Retail,ampm,0
Looking at a Watershed: Dream Forest,47.535767,-122.361617,ampm,47.537184,-122.361571,Convenience Store,Retail,ampm,0
Looking at a Watershed: Sanctuary Grove,47.5354,-122.361733,ampm,47.537184,-122.361571,Convenience Store,Retail,ampm,0
Looking at a Watershed: Streambed Memories,47.5354,-122.361733,ampm,47.537184,-122.361571,Convenience Store,Retail,ampm,0
Mother Reading with Child,47.522566999999995,-122.37646699999999,Super Deli Mart,47.52122466,-122.37725060000001,Convenience Store,Retail,Super Deli Mart,0
Mother Reading with Child,47.522566999999995,-122.37646699999999,7-Eleven,47.5206623,-122.37622479999999,Convenience Store,Retail,7-Eleven,0
Oshun Throne,47.60775,-122.302383,ampm,47.60778,-122.303211,Convenience Store,Retail,ampm,3
Proverbs and Icons,47.6079,-122.30226699999999,ampm,47.60778,-122.303211,Convenience Store,Retail,ampm,3
Shango Throne,47.607683,-122.30215,ampm,47.60778,-122.303211,Convenience Store,Retail,ampm,3
The Forest Is Waiting,47.552966999999995,-122.363017,Super24,47.55255045,-122.3630394,Convenience Store,Retail,Super24,0
Transition,47.60475,-122.33033300000001,Amazon Go,47.60598544,-122.33139950000002,Convenience Store,Retail,Amazon Go,3
Untitled,47.621783,-122.33238300000001,Amazon Go,47.62138761,-122.33515619999999,Convenience Store,Retail,Amazon Go,3
Circulation,47.706033000000005,-122.322717,MAC Cosmetics,47.70638881,-122.32593259999999,Cosmetics Shop,Retail,MAC Cosmetics,2
Longfellow Creek Legacy Trail Way Finding Signs,47.519767,-122.36848300000001,Sally Beauty,47.52134986,-122.3668844,Cosmetics Shop,Retail,Sally Beauty,0
Mother Reading with Child,47.522566999999995,-122.37646699999999,Beauty Bar Spa,47.522735,-122.376957,Cosmetics Shop,Retail,Beauty Bar Spa,0
DNA Wave Wall,47.631717,-122.37745,Champion Party Supply,47.63161235,-122.3752916,Costume Shop,Retail,Champion Party Supply,3
Seattle Scatter Piece,47.632467,-122.37565,Champion Party Supply,47.63161235,-122.3752916,Costume Shop,Retail,Champion Party Supply,3
Kuba Grille,47.607983000000004,-122.30218300000001,Air Light Time Space (ALTSpace),47.60811932,-122.30227109999998,Coworking Space,Service,Air Light Time Space (ALTSpace),3
Oshun Throne,47.60775,-122.302383,Air Light Time Space (ALTSpace),47.60811932,-122.30227109999998,Coworking Space,Service,Air Light Time Space (ALTSpace),3
Proverbs and Icons,47.6079,-122.30226699999999,Air Light Time Space (ALTSpace),47.60811932,-122.30227109999998,Coworking Space,Service,Air Light Time Space (ALTSpace),3
Shango Throne,47.607683,-122.30215,Air Light Time Space (ALTSpace),47.60811932,-122.30227109999998,Coworking Space,Service,Air Light Time Space (ALTSpace),3
Playground,47.67675,-122.30495,Crepe Cafe & Wine Bar,47.67586316,-122.3042679,Creperie,Food,Crepe Cafe & Wine Bar,2
Playground Artwork,47.6767,-122.30495,Crepe Cafe & Wine Bar,47.67586316,-122.3042679,Creperie,Food,Crepe Cafe & Wine Bar,2
.01 - Weather Permitting   .02 - Flow,47.669833000000004,-122.384583,Cupcake Royale and Verite Coffee,47.66882853,-122.3843779,Cupcake Shop,Food,Cupcake Royale and Verite Coffee,2
Five Neons,47.661317,-122.338783,Trophy Cupcakes,47.6609778,-122.3357199,Cupcake Shop,Food,Trophy Cupcakes,2
Mother Reading with Child,47.522566999999995,-122.37646699999999,Stuffed Cakes,47.52273742,-122.3769273,Cupcake Shop,Food,Stuffed Cakes,0
Neighbors,47.615117,-122.31701699999999,Cupcake Royale and Vérité Coffee,47.61401317,-122.31760630000001,Cupcake Shop,Food,Cupcake Royale and Vérité Coffee,3
The Peaceable Kingdom,47.612783,-122.290217,Cupcake Royale and Verite Coffee,47.61171601,-122.28949340000001,Cupcake Shop,Food,Cupcake Royale and Verite Coffee,3
Chinese Grand Pavilion,47.598667,-122.32558300000001,Massive Monkees studios: The Beacon,47.59840637,-122.32438470000001,Dance Studio,Recreation,Massive Monkees studios: The Beacon,3
Circulation,47.706033000000005,-122.322717,Westlake Dance Center,47.70750958,-122.32218629999998,Dance Studio,Recreation,Westlake Dance Center,2
"Heaven, Man, Earth",47.598983000000004,-122.32518300000001,Massive Monkees studios: The Beacon,47.59840637,-122.32438470000001,Dance Studio,Recreation,Massive Monkees studios: The Beacon,3
In Transition is Unity,47.705883,-122.32256699999999,Westlake Dance Center,47.70750958,-122.32218629999998,Dance Studio,Recreation,Westlake Dance Center,2
Sand Dragon,47.596917,-122.323517,Massive Monkees studios: The Beacon,47.59840637,-122.32438470000001,Dance Studio,Recreation,Massive Monkees studios: The Beacon,3
Untitled,47.598766999999995,-122.32525,Massive Monkees studios: The Beacon,47.59840637,-122.32438470000001,Dance Studio,Recreation,Massive Monkees studios: The Beacon,3
"Adjacent, Against, Upon",47.619367,-122.361883,Café Artemis,47.61973166,-122.3601206,Deli / Bodega,Food,Café Artemis,3
Chief Seattle Fountain,47.602017,-122.33395,Delicatus,47.60157875,-122.3342527,Deli / Bodega,Food,Delicatus,3
Day/Night,47.601983000000004,-122.33395,Delicatus,47.60157875,-122.3342527,Deli / Bodega,Food,Delicatus,3
Farmer's Pole,47.61,-122.343783,Michou,47.60984076,-122.34240530000001,Deli / Bodega,Food,Michou,3
Fortson Square  ,47.601116999999995,-122.3317,Delicatus,47.60157875,-122.3342527,Deli / Bodega,Food,Delicatus,3
Mother Reading with Child,47.522566999999995,-122.37646699999999,JC's Deli,47.52273641,-122.37689979999999,Deli / Bodega,Food,JC's Deli,0
Neighbors,47.615117,-122.31701699999999,Dingfelder’s Deli,47.61533291,-122.3143658,Deli / Bodega,Food,Dingfelder’s Deli,3
Pergola,47.601883,-122.3341,Delicatus,47.60157875,-122.3342527,Deli / Bodega,Food,Delicatus,3
Seattle Totem Pole,47.6021,-122.33406699999999,Delicatus,47.60157875,-122.3342527,Deli / Bodega,Food,Delicatus,3
Spur Line,47.6323,-122.34053300000001,Metropolitan Deli + Cafe,47.631865000000005,-122.34166200000001,Deli / Bodega,Food,Metropolitan Deli + Cafe,3
Untitled Fence,47.610116999999995,-122.344117,Michou,47.60984076,-122.34240530000001,Deli / Bodega,Food,Michou,3
Untitled Totem Pole,47.61015,-122.34411999999999,Michou,47.60984076,-122.34240530000001,Deli / Bodega,Food,Michou,3
Water Works,47.60232,-122.33243,Delicatus,47.60157875,-122.3342527,Deli / Bodega,Food,Delicatus,3
Wisteria Mural,47.6593,-122.319167,Trinity Market,47.65970845,-122.31772450000001,Deli / Bodega,Food,Trinity Market,2
Step on no Pets,47.638166999999996,-122.3766,HomeGoods,47.6398686,-122.37791829999999,Department Store,Retail,HomeGoods,3
.01 - Weather Permitting   .02 - Flow,47.669833000000004,-122.384583,Pie Bar,47.66872527,-122.3856557,Dessert Shop,Food,Pie Bar,2
.01 - Weather Permitting   .02 - Flow,47.669833000000004,-122.384583,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.38560120000001,Dessert Shop,Food,Hot Cakes Molten Chocolate Cakery,2
Ballard Centennial Bell Tower,47.6675,-122.384883,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.38560120000001,Dessert Shop,Food,Hot Cakes Molten Chocolate Cakery,2
Coelacanths,47.6677,-122.38463300000001,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.38560120000001,Dessert Shop,Food,Hot Cakes Molten Chocolate Cakery,2
Hammering Man,47.607033,-122.33815,Gelatiamo,47.60875386,-122.3369918,Dessert Shop,Food,Gelatiamo,3
Homage to Hokusai,47.6814,-122.32695,Jodee's Desserts,47.680969,-122.324744,Dessert Shop,Food,Jodee's Desserts,2
Signs of Life,47.6851,-122.33758300000001,Mix Ice Cream Bar,47.6857,-122.337,Dessert Shop,Food,Mix Ice Cream Bar,2
Skytones,47.60885,-122.336367,Gelatiamo,47.60875386,-122.3369918,Dessert Shop,Food,Gelatiamo,3
Untitled,47.668017,-122.38536699999999,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.38560120000001,Dessert Shop,Food,Hot Cakes Molten Chocolate Cakery,2
Untitled,47.668017,-122.38536699999999,Pie Bar,47.66872527,-122.3856557,Dessert Shop,Food,Pie Bar,2
Untitled,47.668517,-122.386067,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.38560120000001,Dessert Shop,Food,Hot Cakes Molten Chocolate Cakery,2
Untitled,47.668517,-122.386067,Pie Bar,47.66872527,-122.3856557,Dessert Shop,Food,Pie Bar,2
Vagor I And Vagor II,47.6678,-122.38475,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.38560120000001,Dessert Shop,Food,Hot Cakes Molten Chocolate Cakery,2
Vagor I And Vagor II,47.6678,-122.38475,Pie Bar,47.66872527,-122.3856557,Dessert Shop,Food,Pie Bar,2
Wellspring,47.59615,-122.32236699999999,Bambu,47.59784831,-122.3235754,Dessert Shop,Food,Bambu,3
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.38560120000001,Dessert Shop,Food,Hot Cakes Molten Chocolate Cakery,2
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,Pie Bar,47.66872527,-122.3856557,Dessert Shop,Food,Pie Bar,2
Chief Seattle,47.618417,-122.347417,The 5 Point Cafe,47.61813758,-122.34755659999999,Diner,Food,The 5 Point Cafe,3
Sadako and the Thousand Paper Cranes,47.655583,-122.31865,Voula's Offshore Cafe,47.65470886,-122.321634,Diner,Food,Voula's Offshore Cafe,2
Wall of Death,47.65515,-122.31838300000001,Voula's Offshore Cafe,47.65470886,-122.321634,Diner,Food,Voula's Offshore Cafe,2
