Title,Art Latitude,Art Longitude,Venue_x,Venue Latitude,Venue Longitude,Venue Category,Super Category,Venue_y,cluster_label
Return,47.602517,-122.32846699999999,Caffe Vita,47.60091883,-122.3293074,Cafe,Food,Caffe Vita,3
Return,47.602517,-122.32846699999999,Flame Catering Cafe,47.60221243,-122.3308195,Cafe,Food,Flame Catering Cafe,3
Spur Line,47.6323,-122.34053300000001,Lakeview Deli,47.63260451,-122.3410425,Cafe,Food,Lakeview Deli,3
Transition,47.60475,-122.33033300000001,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
Untitled,47.598766999999995,-122.32525,Hood Famous Cafe + Bar,47.59800674,-122.3277672,Cafe,Food,Hood Famous Cafe + Bar,3
Untitled,47.621783,-122.33238300000001,Juicy Cafe,47.62236077,-122.3343149,Cafe,Food,Juicy Cafe,3
Untitled,47.621783,-122.33238300000001,Cafe Hagen,47.620852,-122.33146699999999,Cafe,Food,Cafe Hagen,3
Wings,47.603983,-122.329167,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
Wings,47.603983,-122.329167,Flame Catering Cafe,47.60221243,-122.3308195,Cafe,Food,Flame Catering Cafe,3
"Witness and Dilemma, Levels, Weights and Measures",47.603983,-122.329167,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
"Witness and Dilemma, Levels, Weights and Measures",47.603983,-122.329167,Flame Catering Cafe,47.60221243,-122.3308195,Cafe,Food,Flame Catering Cafe,3
An Equal And Opposite Reaction,47.624317,-122.35111699999999,Panda Photo Lab,47.6242466,-122.354408,Camera Store,Retail,Panda Photo Lab,3
Barbet,47.62425,-122.35233000000001,Panda Photo Lab,47.6242466,-122.354408,Camera Store,Retail,Panda Photo Lab,3
Dreaming in Color,47.623883,-122.351133,Panda Photo Lab,47.6242466,-122.354408,Camera Store,Retail,Panda Photo Lab,3
Encircled Stream,47.623833000000005,-122.35196699999999,Panda Photo Lab,47.6242466,-122.354408,Camera Store,Retail,Panda Photo Lab,3
Fountain Of Creation,47.6229,-122.35375,Panda Photo Lab,47.6242466,-122.354408,Camera Store,Retail,Panda Photo Lab,3
Fountain of Seseragi,47.62335,-122.35247,Panda Photo Lab,47.6242466,-122.354408,Camera Store,Retail,Panda Photo Lab,3
Fountain Of The Northwest,47.62435,-122.35231999999999,Panda Photo Lab,47.6242466,-122.354408,Camera Store,Retail,Panda Photo Lab,3
Fu,47.624417,-122.351467,Panda Photo Lab,47.6242466,-122.354408,Camera Store,Retail,Panda Photo Lab,3
Kobe Bell,47.62345,-122.35211699999999,Panda Photo Lab,47.6242466,-122.354408,Camera Store,Retail,Panda Photo Lab,3
Neon For The Bagley Wright Theatre,47.623883,-122.353183,Panda Photo Lab,47.6242466,-122.354408,Camera Store,Retail,Panda Photo Lab,3
Play Ray Plaza,47.622433,-122.35518300000001,Panda Photo Lab,47.6242466,-122.354408,Camera Store,Retail,Panda Photo Lab,3
Pool,47.623067,-122.35286699999999,Panda Photo Lab,47.6242466,-122.354408,Camera Store,Retail,Panda Photo Lab,3
The Lang Fountain,47.62405,-122.35215,Panda Photo Lab,47.6242466,-122.354408,Camera Store,Retail,Panda Photo Lab,3
Untitled,47.623567,-122.35205,Panda Photo Lab,47.6242466,-122.354408,Camera Store,Retail,Panda Photo Lab,3
4 (Where shall I go ahead?),47.599317,-122.330183,Intrigue Chocolates,47.59918708,-122.332567,Candy Store,Retail,Intrigue Chocolates,3
Waterfront Fountain,47.617983,-122.31946699999999,Rocket Fizz,47.61954372,-122.3209998,Candy Store,Retail,Rocket Fizz,3
Beckoning Cistern,47.61485,-122.35013300000001,Jerk Shack,47.61502821,-122.34903700000001,Caribbean Restaurant,Food,Jerk Shack,3
Blue Glass Passage,47.602517,-122.32846699999999,Manu's Bodega,47.60162458,-122.3296534,Caribbean Restaurant,Food,Manu's Bodega,3
Continuum,47.602517,-122.32846699999999,Manu's Bodega,47.60162458,-122.3296534,Caribbean Restaurant,Food,Manu's Bodega,3
Evolving Wing and the Gravity of Presence,47.602517,-122.32846699999999,Manu's Bodega,47.60162458,-122.3296534,Caribbean Restaurant,Food,Manu's Bodega,3
Return,47.602517,-122.32846699999999,Manu's Bodega,47.60162458,-122.3296534,Caribbean Restaurant,Food,Manu's Bodega,3
Farmer's Pole,47.61,-122.343783,Beecher's Handmade Cheese,47.60956997,-122.341851,Cheese Shop,Retail,Beecher's Handmade Cheese,3
Untitled Fence,47.610116999999995,-122.344117,Beecher's Handmade Cheese,47.60956997,-122.341851,Cheese Shop,Retail,Beecher's Handmade Cheese,3
Untitled Totem Pole,47.61015,-122.34411999999999,Beecher's Handmade Cheese,47.60956997,-122.341851,Cheese Shop,Retail,Beecher's Handmade Cheese,3
"Heaven, Man, Earth",47.598983000000004,-122.32518300000001,Kau Kau Barbeque Market,47.59838388,-122.32484140000001,Chinese Restaurant,Food,Kau Kau Barbeque Market,3
Sand Dragon,47.596917,-122.323517,Kau Kau Barbeque Market,47.59838388,-122.32484140000001,Chinese Restaurant,Food,Kau Kau Barbeque Market,3
Wellspring,47.59615,-122.32236699999999,Ton Kiang Barbeque Noodle House,47.59737566,-122.3240173,Chinese Restaurant,Food,Ton Kiang Barbeque Noodle House,3
Wellspring,47.59615,-122.32236699999999,Fortuna Cafe,47.598116100000006,-122.32318049999999,Chinese Restaurant,Food,Fortuna Cafe,3
Chief Seattle Fountain,47.602017,-122.33395,Intrigue Chocolates Co.,47.60098478,-122.33528659999999,Chocolate Shop,Retail,Intrigue Chocolates Co.,3
Christopher Columbus,47.6066,-122.34143300000001,Fran's Chocolates,47.607681,-122.33930420000002,Chocolate Shop,Retail,Fran's Chocolates,3
Day/Night,47.601983000000004,-122.33395,Intrigue Chocolates Co.,47.60098478,-122.33528659999999,Chocolate Shop,Retail,Intrigue Chocolates Co.,3
Hammering Man,47.607033,-122.33815,Fran's Chocolates,47.607681,-122.33930420000002,Chocolate Shop,Retail,Fran's Chocolates,3
Pergola,47.601883,-122.3341,Intrigue Chocolates Co.,47.60098478,-122.33528659999999,Chocolate Shop,Retail,Intrigue Chocolates Co.,3
Seattle Totem Pole,47.6021,-122.33406699999999,Intrigue Chocolates Co.,47.60098478,-122.33528659999999,Chocolate Shop,Retail,Intrigue Chocolates Co.,3
Waterway 15,47.607167,-122.341967,Fran's Chocolates,47.607681,-122.33930420000002,Chocolate Shop,Retail,Fran's Chocolates,3
Equality,47.59405,-122.314117,Seattle Bouldering Project,47.59350529,-122.3109247,Climbing Gym,Recreation,Seattle Bouldering Project,3
Children's Art Tiles,47.6109,-122.3369,Arc'teryx,47.61036853,-122.3365476,Clothing Store,Retail,Arc'teryx,3
Skytones,47.60885,-122.336367,Arc'teryx,47.61036853,-122.3365476,Clothing Store,Retail,Arc'teryx,3
Three Piece Sculpture #3: Vertebrae,47.605616999999995,-122.3339,Moorea Seal,47.60521648,-122.33648909999998,Clothing Store,Retail,Moorea Seal,3
Westlake Star Axis/Seven Hills,47.611167,-122.3373,Arc'teryx,47.61036853,-122.3365476,Clothing Store,Retail,Arc'teryx,3
4 (Where shall I go ahead?),47.599317,-122.330183,Good Bar,47.60011606,-122.3315971,Cocktail Bar,Retail,Good Bar,3
Anawog,47.601067,-122.331617,Smith Tower Observation Bar,47.60201211,-122.3317926,Cocktail Bar,Retail,Smith Tower Observation Bar,3
Anawog,47.601067,-122.331617,The Bar Shoppe,47.60173705,-122.3331297,Cocktail Bar,Retail,The Bar Shoppe,3
Anawog,47.601067,-122.331617,Damn the Weather,47.60100416,-122.334119,Cocktail Bar,Retail,Damn the Weather,3
Anawog,47.601067,-122.331617,Good Bar,47.60011606,-122.3315971,Cocktail Bar,Retail,Good Bar,3
Bear (Totem),47.600733,-122.33325,Smith Tower Observation Bar,47.60201211,-122.3317926,Cocktail Bar,Retail,Smith Tower Observation Bar,3
Bear (Totem),47.600733,-122.33325,The Bar Shoppe,47.60173705,-122.3331297,Cocktail Bar,Retail,The Bar Shoppe,3
Bear (Totem),47.600733,-122.33325,Damn the Weather,47.60100416,-122.334119,Cocktail Bar,Retail,Damn the Weather,3
Bear (Totem),47.600733,-122.33325,Good Bar,47.60011606,-122.3315971,Cocktail Bar,Retail,Good Bar,3
Beckoning Cistern,47.61485,-122.35013300000001,Navy Strength,47.61535513,-122.34809569999999,Cocktail Bar,Retail,Navy Strength,3
Beyond The Reef,47.607317,-122.342133,Zig Zag Cafe,47.60822243,-122.3416797,Cocktail Bar,Retail,Zig Zag Cafe,3
Breaching Orca,47.607317,-122.342133,Zig Zag Cafe,47.60822243,-122.3416797,Cocktail Bar,Retail,Zig Zag Cafe,3
Chief Seattle Fountain,47.602017,-122.33395,Smith Tower Observation Bar,47.60201211,-122.3317926,Cocktail Bar,Retail,Smith Tower Observation Bar,3
Chief Seattle Fountain,47.602017,-122.33395,The Bar Shoppe,47.60173705,-122.3331297,Cocktail Bar,Retail,The Bar Shoppe,3
Chief Seattle Fountain,47.602017,-122.33395,Damn the Weather,47.60100416,-122.334119,Cocktail Bar,Retail,Damn the Weather,3
Christopher Columbus,47.6066,-122.34143300000001,Zig Zag Cafe,47.60822243,-122.3416797,Cocktail Bar,Retail,Zig Zag Cafe,3
Contour,47.623083,-122.322217,Witness,47.62233858,-122.32096159999999,Cocktail Bar,Retail,Witness,3
Contour,47.623083,-122.322217,Herb & Bitter Public House,47.62356036,-122.320917,Cocktail Bar,Retail,Herb & Bitter Public House,3
Dancer's Series: Steps,47.622966999999996,-122.32083300000001,Witness,47.62233858,-122.32096159999999,Cocktail Bar,Retail,Witness,3
Dancer's Series: Steps,47.622966999999996,-122.32083300000001,Herb & Bitter Public House,47.62356036,-122.320917,Cocktail Bar,Retail,Herb & Bitter Public House,3
Day/Night,47.601983000000004,-122.33395,Smith Tower Observation Bar,47.60201211,-122.3317926,Cocktail Bar,Retail,Smith Tower Observation Bar,3
Day/Night,47.601983000000004,-122.33395,The Bar Shoppe,47.60173705,-122.3331297,Cocktail Bar,Retail,The Bar Shoppe,3
Day/Night,47.601983000000004,-122.33395,Damn the Weather,47.60100416,-122.334119,Cocktail Bar,Retail,Damn the Weather,3
Farmer's Pole,47.61,-122.343783,Rachel's Ginger Beer,47.60964833,-122.3414253,Cocktail Bar,Retail,Rachel's Ginger Beer,3
Fortson Square  ,47.601116999999995,-122.3317,Smith Tower Observation Bar,47.60201211,-122.3317926,Cocktail Bar,Retail,Smith Tower Observation Bar,3
Fortson Square  ,47.601116999999995,-122.3317,The Bar Shoppe,47.60173705,-122.3331297,Cocktail Bar,Retail,The Bar Shoppe,3
Fortson Square  ,47.601116999999995,-122.3317,Damn the Weather,47.60100416,-122.334119,Cocktail Bar,Retail,Damn the Weather,3
Fortson Square  ,47.601116999999995,-122.3317,Good Bar,47.60011606,-122.3315971,Cocktail Bar,Retail,Good Bar,3
Hatch Covers,47.6039,-122.33083300000001,Smith Tower Observation Bar,47.60201211,-122.3317926,Cocktail Bar,Retail,Smith Tower Observation Bar,3
illumine,47.603867,-122.33055,Smith Tower Observation Bar,47.60201211,-122.3317926,Cocktail Bar,Retail,Smith Tower Observation Bar,3
Killer Whale (Totem),47.600533,-122.33311699999999,Smith Tower Observation Bar,47.60201211,-122.3317926,Cocktail Bar,Retail,Smith Tower Observation Bar,3
Killer Whale (Totem),47.600533,-122.33311699999999,The Bar Shoppe,47.60173705,-122.3331297,Cocktail Bar,Retail,The Bar Shoppe,3
Killer Whale (Totem),47.600533,-122.33311699999999,Damn the Weather,47.60100416,-122.334119,Cocktail Bar,Retail,Damn the Weather,3
Killer Whale (Totem),47.600533,-122.33311699999999,Good Bar,47.60011606,-122.3315971,Cocktail Bar,Retail,Good Bar,3
Marine-Life Paintings,47.607317,-122.342133,Zig Zag Cafe,47.60822243,-122.3416797,Cocktail Bar,Retail,Zig Zag Cafe,3
Neighbors,47.615117,-122.31701699999999,Rachel's Ginger Beer,47.61566115,-122.3168822,Cocktail Bar,Retail,Rachel's Ginger Beer,3
Neighbors,47.615117,-122.31701699999999,Artusi,47.61521584,-122.3144717,Cocktail Bar,Retail,Artusi,3
Pergola,47.601883,-122.3341,Smith Tower Observation Bar,47.60201211,-122.3317926,Cocktail Bar,Retail,Smith Tower Observation Bar,3
Pergola,47.601883,-122.3341,The Bar Shoppe,47.60173705,-122.3331297,Cocktail Bar,Retail,The Bar Shoppe,3
Pergola,47.601883,-122.3341,Damn the Weather,47.60100416,-122.334119,Cocktail Bar,Retail,Damn the Weather,3
Prefontaine Fountain,47.601783000000005,-122.3308,Smith Tower Observation Bar,47.60201211,-122.3317926,Cocktail Bar,Retail,Smith Tower Observation Bar,3
Prefontaine Fountain,47.601783000000005,-122.3308,The Bar Shoppe,47.60173705,-122.3331297,Cocktail Bar,Retail,The Bar Shoppe,3
Prefontaine Fountain,47.601783000000005,-122.3308,Good Bar,47.60011606,-122.3315971,Cocktail Bar,Retail,Good Bar,3
"Sea Otter, Salmon, And Raven",47.607317,-122.342133,Zig Zag Cafe,47.60822243,-122.3416797,Cocktail Bar,Retail,Zig Zag Cafe,3
Seattle Totem Pole,47.6021,-122.33406699999999,Smith Tower Observation Bar,47.60201211,-122.3317926,Cocktail Bar,Retail,Smith Tower Observation Bar,3
Seattle Totem Pole,47.6021,-122.33406699999999,The Bar Shoppe,47.60173705,-122.3331297,Cocktail Bar,Retail,The Bar Shoppe,3
Seattle Totem Pole,47.6021,-122.33406699999999,Damn the Weather,47.60100416,-122.334119,Cocktail Bar,Retail,Damn the Weather,3
Spur Line,47.6323,-122.34053300000001,The Toledo,47.63387023,-122.34213419999999,Cocktail Bar,Retail,The Toledo,3
Sun and Raven (Totem),47.600516999999996,-122.333133,Smith Tower Observation Bar,47.60201211,-122.3317926,Cocktail Bar,Retail,Smith Tower Observation Bar,3
Sun and Raven (Totem),47.600516999999996,-122.333133,The Bar Shoppe,47.60173705,-122.3331297,Cocktail Bar,Retail,The Bar Shoppe,3
Sun and Raven (Totem),47.600516999999996,-122.333133,Damn the Weather,47.60100416,-122.334119,Cocktail Bar,Retail,Damn the Weather,3
Sun and Raven (Totem),47.600516999999996,-122.333133,Good Bar,47.60011606,-122.3315971,Cocktail Bar,Retail,Good Bar,3
The Itinerant,47.622033,-122.320683,Witness,47.62233858,-122.32096159999999,Cocktail Bar,Retail,Witness,3
The Itinerant,47.622033,-122.320683,Herb & Bitter Public House,47.62356036,-122.320917,Cocktail Bar,Retail,Herb & Bitter Public House,3
Tsonqua (Totem),47.600617,-122.33338300000001,Smith Tower Observation Bar,47.60201211,-122.3317926,Cocktail Bar,Retail,Smith Tower Observation Bar,3
Tsonqua (Totem),47.600617,-122.33338300000001,The Bar Shoppe,47.60173705,-122.3331297,Cocktail Bar,Retail,The Bar Shoppe,3
Tsonqua (Totem),47.600617,-122.33338300000001,Damn the Weather,47.60100416,-122.334119,Cocktail Bar,Retail,Damn the Weather,3
Tsonqua (Totem),47.600617,-122.33338300000001,Good Bar,47.60011606,-122.3315971,Cocktail Bar,Retail,Good Bar,3
Untitled Fence,47.610116999999995,-122.344117,Rachel's Ginger Beer,47.60964833,-122.3414253,Cocktail Bar,Retail,Rachel's Ginger Beer,3
Untitled Totem Pole,47.61015,-122.34411999999999,Rachel's Ginger Beer,47.60964833,-122.3414253,Cocktail Bar,Retail,Rachel's Ginger Beer,3
Water Works,47.60232,-122.33243,Smith Tower Observation Bar,47.60201211,-122.3317926,Cocktail Bar,Retail,Smith Tower Observation Bar,3
Water Works,47.60232,-122.33243,The Bar Shoppe,47.60173705,-122.3331297,Cocktail Bar,Retail,The Bar Shoppe,3
Water Works,47.60232,-122.33243,Damn the Weather,47.60100416,-122.334119,Cocktail Bar,Retail,Damn the Weather,3
Waterway 15,47.607167,-122.341967,Zig Zag Cafe,47.60822243,-122.3416797,Cocktail Bar,Retail,Zig Zag Cafe,3
112 Wristwatches,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
112 Wristwatches,47.603983,-122.329167,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
4 (Where shall I go ahead?),47.599317,-122.330183,Elm Coffee Roasters,47.60015237,-122.33094380000001,Coffee Shop,Food,Elm Coffee Roasters,3
4 (Where shall I go ahead?),47.599317,-122.330183,Caffè Umbria,47.59943514,-122.3328571,Coffee Shop,Food,Caffè Umbria,3
4 (Where shall I go ahead?),47.599317,-122.330183,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Acrobat Constellation,47.622083,-122.352833,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
Acrobat Constellation,47.622083,-122.352833,Sugar Bakery & Coffeehouse,47.62333131,-122.35501399999998,Coffee Shop,Food,Sugar Bakery & Coffeehouse,3
"Adjacent, Against, Upon",47.619367,-122.361883,Espresso Elegance,47.61910788,-122.3589226,Coffee Shop,Food,Espresso Elegance,3
Anawog,47.601067,-122.331617,Elm Coffee Roasters,47.60015237,-122.33094380000001,Coffee Shop,Food,Elm Coffee Roasters,3
Anawog,47.601067,-122.331617,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Bear (Totem),47.600733,-122.33325,Elm Coffee Roasters,47.60015237,-122.33094380000001,Coffee Shop,Food,Elm Coffee Roasters,3
Bear (Totem),47.600733,-122.33325,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Beyond The Reef,47.607317,-122.342133,Storyville Coffee Company,47.60896841,-122.34069720000001,Coffee Shop,Food,Storyville Coffee Company,3
Blue Glass Passage,47.602517,-122.32846699999999,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Breaching Orca,47.607317,-122.342133,Storyville Coffee Company,47.60896841,-122.34069720000001,Coffee Shop,Food,Storyville Coffee Company,3
Chief Seattle,47.618417,-122.347417,Street Bean Espresso,47.61739713,-122.3493382,Coffee Shop,Food,Street Bean Espresso,3
Chief Seattle Fountain,47.602017,-122.33395,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Children of the Sea,47.601633,-122.301383,Starbucks,47.59943513,-122.30202959999998,Coffee Shop,Food,Starbucks,3
Children's Art Tiles,47.6109,-122.3369,Victrola Coffee Roasters,47.61089469,-122.33895179999999,Coffee Shop,Food,Victrola Coffee Roasters,3
Children's Art Tiles,47.6109,-122.3369,Monorail Espresso,47.61082784,-122.335048,Coffee Shop,Food,Monorail Espresso,3
Codes & Protocol,47.604317,-122.3296,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Codes & Protocol,47.604317,-122.3296,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Codes & Protocol,47.60432,-122.3296,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Codes & Protocol,47.60432,-122.3296,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Codes & Protocol,47.604566999999996,-122.3292,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Codes & Protocol,47.604566999999996,-122.3292,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Codes & Protocol,47.60475,-122.329917,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Codes & Protocol,47.60475,-122.329917,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Common Ground,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Common Ground,47.603983,-122.329167,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Continuum,47.602517,-122.32846699999999,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Contour,47.623083,-122.322217,Espresso Vivace,47.623667,-122.320692,Coffee Shop,Food,Espresso Vivace,3
Contour,47.623083,-122.322217,Espresso Vivace Sidewalk Bar,47.62163363,-122.32105659999999,Coffee Shop,Food,Espresso Vivace Sidewalk Bar,3
Contour,47.623083,-122.322217,Joe Bar,47.62510841,-122.32162079999999,Coffee Shop,Food,Joe Bar,3
Dancer's Series: Steps,47.622966999999996,-122.32083300000001,Espresso Vivace,47.623667,-122.320692,Coffee Shop,Food,Espresso Vivace,3
Dancer's Series: Steps,47.622966999999996,-122.32083300000001,Espresso Vivace Sidewalk Bar,47.62163363,-122.32105659999999,Coffee Shop,Food,Espresso Vivace Sidewalk Bar,3
Day/Night,47.601983000000004,-122.33395,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Dr. Mark A. Matthews,47.618666999999995,-122.341233,Fulcrum Coffee,47.6165917,-122.3421231,Coffee Shop,Food,Fulcrum Coffee,3
Dr. Mark A. Matthews,47.618666999999995,-122.341233,Elm Coffee Roasters,47.62056999,-122.33955859999999,Coffee Shop,Food,Elm Coffee Roasters,3
Dreamboats,47.640183,-122.32596699999999,Voxx Coffee,47.63967456,-122.3259591,Coffee Shop,Food,Voxx Coffee,3
Dreamboats,47.640183,-122.32596699999999,Armistice Coffee Roasters,47.63833414,-122.32600420000001,Coffee Shop,Food,Armistice Coffee Roasters,3
Dreamboats,47.640183,-122.32596699999999,Starbucks,47.64105314,-122.32564840000002,Coffee Shop,Food,Starbucks,3
Evolving Wing and the Gravity of Presence,47.602517,-122.32846699999999,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Fortson Square  ,47.601116999999995,-122.3317,Elm Coffee Roasters,47.60015237,-122.33094380000001,Coffee Shop,Food,Elm Coffee Roasters,3
Fortson Square  ,47.601116999999995,-122.3317,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Fountain Of Creation,47.6229,-122.35375,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
Fountain Of Creation,47.6229,-122.35375,Sugar Bakery & Coffeehouse,47.62333131,-122.35501399999998,Coffee Shop,Food,Sugar Bakery & Coffeehouse,3
Fountain of Seseragi,47.62335,-122.35247,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
Governor John Harte Mcgraw,47.613033,-122.33758300000001,Anchorhead Coffee Co,47.61344996,-122.33470200000001,Coffee Shop,Food,Anchorhead Coffee Co,3
Hammering Man,47.607033,-122.33815,Starbucks Reserve Bar,47.6070268,-122.3381986,Coffee Shop,Food,Starbucks Reserve Bar,3
Hydraulis,47.622133000000005,-122.35335,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
Hydraulis,47.622133000000005,-122.35335,Sugar Bakery & Coffeehouse,47.62333131,-122.35501399999998,Coffee Shop,Food,Sugar Bakery & Coffeehouse,3
In the Event,47.6221,-122.35477,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
In the Event,47.6221,-122.35477,Sugar Bakery & Coffeehouse,47.62333131,-122.35501399999998,Coffee Shop,Food,Sugar Bakery & Coffeehouse,3
Ivar Feeding the Gulls,47.60385,-122.33876699999999,Storyville Coffee Company,47.60475923,-122.3363621,Coffee Shop,Food,Storyville Coffee Company,3
Justice is Served: Celebrating the People Who Work For a Change,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Justice is Served: Celebrating the People Who Work For a Change,47.603983,-122.329167,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Killer Whale (Totem),47.600533,-122.33311699999999,Elm Coffee Roasters,47.60015237,-122.33094380000001,Coffee Shop,Food,Elm Coffee Roasters,3
Killer Whale (Totem),47.600533,-122.33311699999999,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Kobe Bell,47.62345,-122.35211699999999,Sugar Bakery & Coffeehouse,47.62333131,-122.35501399999998,Coffee Shop,Food,Sugar Bakery & Coffeehouse,3
Listening,47.60445,-122.33021699999999,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Listening,47.60445,-122.33021699999999,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Marine-Life Paintings,47.607317,-122.342133,Storyville Coffee Company,47.60896841,-122.34069720000001,Coffee Shop,Food,Storyville Coffee Company,3
My Testimony in Stone,47.6015,-122.30441699999999,Broadcast Coffee,47.60172967,-122.3065044,Coffee Shop,Food,Broadcast Coffee,3
Neon For The Bagley Wright Theatre,47.623883,-122.353183,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
Neototems,47.62235,-122.35255,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
Neototems,47.62235,-122.35255,Sugar Bakery & Coffeehouse,47.62333131,-122.35501399999998,Coffee Shop,Food,Sugar Bakery & Coffeehouse,3
Ornamental Iron in Leather/Contradictory Vibrations?,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Ornamental Iron in Leather/Contradictory Vibrations?,47.603983,-122.329167,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Pergola,47.601883,-122.3341,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Play Ray Plaza,47.622433,-122.35518300000001,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
Play Ray Plaza,47.622433,-122.35518300000001,Sugar Bakery & Coffeehouse,47.62333131,-122.35501399999998,Coffee Shop,Food,Sugar Bakery & Coffeehouse,3
Playform,47.632183000000005,-122.31323300000001,Volunteer Park Cafe,47.63242664,-122.31004250000001,Coffee Shop,Food,Volunteer Park Cafe,3
Points of View,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Points of View,47.603983,-122.329167,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Points of View,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.33109420000001,Coffee Shop,Food,Monorail Espresso,3
Points of View,47.603983,-122.329167,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
Pool,47.623067,-122.35286699999999,La Marzocco Cafe,47.62273161,-122.35532260000001,Coffee Shop,Food,La Marzocco Cafe,3
Prefontaine Fountain,47.601783000000005,-122.3308,Elm Coffee Roasters,47.60015237,-122.33094380000001,Coffee Shop,Food,Elm Coffee Roasters,3
Prefontaine Fountain,47.601783000000005,-122.3308,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
Quintet in D,47.633717,-122.36278300000001,Caffe Fiore,47.6323618,-122.36088070000001,Coffee Shop,Food,Caffe Fiore,3
Return,47.602517,-122.32846699999999,Diva Espresso,47.60284128,-122.32846979999998,Coffee Shop,Food,Diva Espresso,3
"Sea Otter, Salmon, And Raven",47.607317,-122.342133,Storyville Coffee Company,47.60896841,-122.34069720000001,Coffee Shop,Food,Storyville Coffee Company,3
Seattle Garden,47.607433,-122.339867,Storyville Coffee Company,47.60896841,-122.34069720000001,Coffee Shop,Food,Storyville Coffee Company,3
Seattle Totem Pole,47.6021,-122.33406699999999,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food,Cherry Street Public House,3
